0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 15 0 0 0
0 0 0 13 16 16 16 16 16 16 16 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
0 0 4 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 5 0 0 0 0 0 0 0 0 0 0
0 0 0 17 0 0 0 6 0 0 0 0 0 0 0
0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 0 6 0 0 0 0 0 0 0 0 0
0 0 0 17 0 0 0 0 0 0 0 17 0 0 0
0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 16 14 0 0 0 0 0 17 5 0 0
0 0 0 17 0 0 0 0 0 0 0 17 0 0 0
0 0 0 17 0 0 0 0 0 0 0 17 0 0 0
0 0 0 17 0 0 0 0 0 4 3 17 0 0 0 
0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 17 0 0 0 6 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
0 0 0 0 0 6 0 0 0 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 4 3 5 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 13 14 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 16 16 16 16 16 16 17 0 0 0 0 0 0 0
7 0 0 0 0 0 0 17 0 0 0 0 15 0 0
7 0 0 0 0 0 0 17 0 0 0 0 17 0 0
7 0 0 0 0 0 0 17 0 0 0 13 17 0 0
7 0 0 0 0 6 0 17 0 0 0 0 0 0 0
7 0 0 0 0 0 0 17 0 0 0 0 0 0 0
7 0 0 0 0 0 0 17 0 0 0 0 0 0 0
7 0 0 0 0 13 16 17 13 14 0 0 0 0 15	
7 0 6 0 0 0 0 17 0 0 0 0 0 0 8
7 0 0 0 0 0 0 17 0 0 0 0 6 0 8
7 0 0 0 0 0 0 17 0 0 0 0 0 0 8	
7 0 0 0 0 0 0 17 0 0 0 0 0 0 8
7 16 14 0 0 0 0 17 0 0 0 0 13 16 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 13 16 16 16 16 14 0 0 6 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	
6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 4 3 3 5 0 0 0 0 0 0 0
0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 10 9 0 0 0
0 0 0 4 5 0 0 4 3 3 3 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 6 0 0	
0 0 0 0 0 0 6 0 0 6 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 3 3 5 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 3 5 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 4 3 3 3 5 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 4 3 3
0 0 0 0 0 4 3 3 3 5 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 9 0 0 0 0 0 0 0 10 1 1 1
2 2 2 7 0 0 0 0 0 0 0 8 2 2 2
2 2 2 7 0 0 0 0 0 0 0 8 2 2 2
2 2 2 2 11 1 1 1 1 1 1 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
